Date,No1,No2,No3,No4,No5,No6,Lucky,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Division 8 Winners,Division 8 Prize
04/01/2020,6,15,16,24,32,41,6,0,0,0,0,10,6309.3,63,1000,470,124.15,2203,68.75,6031,24.3,31814,9.8
01/01/2020,2,10,11,33,36,41,2,0,0,0,0,4,15278.15,47,1000,450,112.75,1840,71.6,5783,22.05,27463,9.9
28/12/2019,1,11,13,14,20,36,1,0,0,1,1000000,3,27956.05,29,1000,346,159.1,1534,93.15,5317,26,26695,11.05
25/12/2019,3,9,11,15,40,42,2,0,0,0,0,13,4604.95,42,1000,393,122.25,2078,60,6340,19.05,32025,8.05
21/12/2019,1,2,17,18,22,27,3,0,0,0,0,4,18944.85,44,1000,423,134.9,1973,75.05,7513,19.1,31029,9.85
18/12/2019,4,6,14,18,22,30,5,0,0,0,0,11,5034.9,48,1000,443,108.85,2143,58.4,5978,20.25,28785,8.95
14/12/2019,5,8,12,18,27,32,6,0,0,2,500000,16,3374.85,70,1000,462,122.4,2562,57.3,6593,21.55,36858,8.2
11/12/2019,23,26,28,30,31,41,5,0,0,0,0,6,11919.55,22,1000,273,167.8,1193,99.7,4915,23.45,21736,11.3
07/12/2019,5,9,26,28,30,35,3,0,0,0,0,12,5777.1,43,1000,475,112.25,1927,71.85,7858,17.05,30319,9.4
04/12/2019,1,5,16,21,29,36,4,0,0,0,0,7,9290.35,27,1000,307,145.05,1648,70.15,4705,23.8,25153,9.5
30/11/2019,2,7,11,22,32,35,5,0,0,0,0,19,2435.95,68,1000,573,90.35,2489,54,7073,18.4,31877,8.7
27/11/2019,1,16,23,30,31,32,3,0,0,0,0,6,10156.6,29,1000,229,188.9,1067,105.25,4419,24.6,18359,12.6
23/11/2019,2,15,23,29,34,36,4,0,0,0,0,7,8907.25,41,1000,316,154.8,1682,75.5,4882,25.2,26191,10
20/11/2019,10,14,16,27,33,35,2,0,0,0,0,11,3640.4,53,1000,398,106.5,1897,58,5245,20.3,25798,8.8
16/11/2019,10,19,25,29,38,40,2,1,20419995.05,0,0,14,6270.9,68,1000,493,148.25,2416,78.55,7276,25.25,37157,10.55
13/11/2019,7,16,18,26,35,40,2,0,0,1,1000000,15,3832.4,76,1000,489,124.35,2545,62,7057,21.65,34532,9.45
09/11/2019,3,17,24,27,31,37,1,0,0,0,0,6,13022.35,70,1000,450,153.25,2696,66.4,6373,27.2,39999,9.25
06/11/2019,3,11,14,19,26,40,3,0,0,0,0,18,2626.3,95,900.85,689,86.35,2529,61.05,9321,16.05,34799,9.15
02/11/2019,2,3,5,26,30,39,2,0,0,0,0,12,8700.75,32,1000,470,142.2,2073,83.7,7332,22.9,35103,10.2
30/10/2019,7,10,11,13,26,31,4,0,0,0,0,10,6994.25,53,1000,441,130.95,2199,68.2,6700,21.65,34977,8.85
26/10/2019,14,16,17,26,31,40,5,0,0,0,0,6,16148.4,38,1000,534,122.55,2100,80.9,8017,20.5,35232,9.95
23/10/2019,3,17,19,23,26,31,4,0,0,1,1000000,13,6595.4,24,1000,409,131.9,2151,65.1,5910,22.95,32007,9.05
19/10/2019,9,15,18,28,37,40,4,0,0,0,0,9,7880.75,63,1000,479,130.2,2491,65,6929,22.65,35509,9.4
16/10/2019,7,9,12,16,40,42,3,0,0,0,0,8,9792.35,34,1000,444,122.2,1924,73.2,7801,17.5,31010,9.35
12/10/2019,4,11,16,19,25,31,2,0,0,0,0,11,6792.6,61,1000,470,135.1,2104,78.35,6715,23.75,34057,10
09/10/2019,1,5,7,21,34,39,6,0,0,0,0,8,9951.8,45,1000,415,143.2,2460,62.7,6028,24.8,35989,8.85
05/10/2019,1,9,12,20,23,42,6,0,0,0,0,14,5591.45,63,1000,524,126.25,2891,59.4,7492,22.2,40985,8.65
02/10/2019,18,20,24,25,33,39,6,0,0,1,1000000,3,27307.95,31,1000,260,211,1625,87.65,5108,27,28020,10.5
28/09/2019,7,12,15,16,26,31,3,0,0,0,0,6,14763.05,39,1000,480,128.3,1893,84.45,8020,19.3,31835,10.35
25/09/2019,2,15,21,35,36,41,3,0,0,0,0,9,8375.2,32,1000,333,155.9,1574,85.6,5936,22,25149,11.05
21/09/2019,5,14,19,23,28,40,3,0,0,0,0,17,3892.25,55,1000,548,103.35,2195,67,7942,17.95,32621,9.3
18/09/2019,3,7,12,17,24,40,2,0,0,0,0,8,6084.1,55,1000,400,119.1,2213,55.9,5858,20.45,30428,8.4
14/09/2019,11,14,15,21,26,32,2,0,0,1,1000000,5,16574.2,34,1000,425,133.15,1954,75.15,6807,20.9,33249,9.1
11/09/2019,11,15,21,23,24,37,1,0,0,0,0,4,17879.85,23,1000,272,169.95,1440,83.35,4160,27.95,25529,9.7
07/09/2019,5,11,12,16,36,41,6,0,0,0,0,5,15495.6,31,1000,290,181.3,1551,88,4843,27.3,27301,10.3
04/09/2019,4,10,21,25,30,38,5,0,0,0,0,10,5068.25,44,1000,302,146.2,1545,74.2,4892,22.7,22857,10.35
31/08/2019,8,14,17,37,38,39,5,0,0,0,0,4,20552.4,18,1000,257,193.25,1175,109.7,4970,25.1,22279,11.95
28/08/2019,2,6,15,26,28,36,6,0,0,0,0,11,4144.05,44,1000,372,111.65,1721,62.65,4778,21.85,24731,9
24/08/2019,4,13,18,25,26,30,5,0,0,1,1000000,11,5799.3,35,1000,344,137.2,1894,64.7,5221,22.7,25110,10.05
21/08/2019,5,6,18,33,36,40,5,0,0,0,0,4,15647.6,19,1000,265,150.9,1288,80.6,4798,20.95,21314,10.05
17/08/2019,2,5,7,18,34,37,2,1,12376840.1,0,0,5,16798.85,39,1000,405,146.2,1765,87.1,6447,23.1,28966,10.95
14/08/2019,5,9,12,17,20,42,6,0,0,0,0,13,5013.45,46,1000,432,121.35,2330,58.4,5839,22.55,33428,8.4
10/08/2019,7,17,27,29,36,42,3,0,0,1,1000000,18,3649.55,63,1000,683,87.4,2499,62,8920,16.8,34680,9.2
07/08/2019,1,3,5,10,14,34,4,0,0,0,0,7,8431.9,48,1000,342,146.45,2007,64.8,5711,22.05,30312,8.85
03/08/2019,21,24,35,39,41,42,1,0,0,0,0,3,26809.65,27,1000,293,179,1907,71.4,4698,28.05,28583,9.85
31/07/2019,5,19,21,33,37,41,6,0,0,0,0,4,13482.85,51,1000,325,149.85,2135,59.2,4788,25.55,28723,9.1
27/07/2019,23,29,31,35,38,40,3,0,0,0,0,1,86292.75,20,1000,320,164.35,1434,95.2,5744,23,23583,11.95
24/07/2019,3,4,9,18,32,39,5,0,0,0,0,6,11369.15,22,1000,330,133.7,1682,68.1,5521,20.1,26024,9.1
20/07/2019,3,7,24,25,36,41,6,0,0,0,0,7,9590.85,42,1000,287,180.45,1723,78,4678,27.85,26390,10.5
17/07/2019,8,20,26,30,32,40,1,0,0,0,0,5,11642.7,36,1000,347,128.9,2107,55.1,4155,27.05,27291,8.8
13/07/2019,1,6,23,32,36,42,6,0,0,0,0,11,6157.35,41,1000,391,132.2,1761,76.2,5494,23.65,27550,10.05
10/07/2019,11,23,26,31,33,37,4,0,0,0,0,8,7004.15,34,1000,310,138.05,1471,75.5,4284,25.1,22511,10.2
06/07/2019,25,32,35,38,39,41,6,0,0,0,0,3,20591.9,42,1000,247,198.5,1241,102.55,3884,31.75,21931,11.95
03/07/2019,2,14,15,17,26,41,1,0,0,0,0,5,10355.9,37,1000,231,181.1,1625,66.85,3731,28.2,24471,9.15
29/06/2019,9,12,16,24,26,34,4,0,0,1,1000000,19,1933.55,81,821.1,472,97.95,2361,50.85,5758,20.2,29208,8.5
26/06/2019,3,7,19,28,31,37,5,0,0,0,0,7,6383.7,40,1000,355,111.05,1593,64.25,4743,20.9,22168,9.55
22/06/2019,9,11,23,30,37,40,5,0,0,0,0,8,7346.8,37,1000,369,123.1,1614,73.05,5518,20.7,24251,10.05
19/06/2019,6,14,24,26,30,37,4,1,7518512.25,0,0,8,8468.85,27,1000,287,160.05,1444,82.6,4393,26.3,22806,10.8
15/06/2019,3,4,18,19,24,30,2,0,0,0,0,9,7548.35,45,1000,346,154.45,1868,74.25,5615,23.9,29115,9.85
12/06/2019,8,9,19,30,37,40,4,0,0,0,0,5,12634.05,33,1000,321,143.45,1613,74.1,4700,24.65,25518,9.65
08/06/2019,3,9,14,24,36,38,5,0,0,0,0,10,7574.25,38,1000,424,128.7,1893,74.85,6146,22.3,28290,10.35
05/06/2019,2,12,14,20,23,29,4,0,0,0,0,4,14885.5,32,1000,302,144.95,1505,75.5,4579,24.05,23888,9.8
01/06/2019,16,22,36,40,41,42,6,0,0,1,1000000,6,13211.45,19,1000,297,163.5,1542,81.75,4622,26.4,24081,10.8
29/05/2019,1,3,6,24,37,38,1,0,0,2,500000,3,26029,13,1000,265,171.65,1265,93.35,4210,27.15,21651,11.25
25/05/2019,14,20,28,32,33,38,6,0,0,0,0,3,24168.9,31,1000,284,176.15,1818,71.45,4926,25.55,28459,9.4
22/05/2019,2,9,16,29,36,37,5,0,0,0,0,9,5813.9,36,1000,286,145.8,1310,82.65,4534,23.1,20945,10.65
18/05/2019,5,11,17,21,29,35,6,0,0,0,0,33,1175.7,164,428.3,467,104.55,2763,45.9,5651,21.7,35332,7.4
15/05/2019,14,24,28,35,39,40,6,1,4492256.55,0,0,4,16130.1,31,1000,308,149.1,1648,72.35,4557,25.35,25420,9.7
11/05/2019,4,23,24,33,39,42,2,0,0,1,1000000,10,6267.85,54,1000,387,140.65,1892,74.7,5865,23.35,29398,9.9
08/05/2019,3,7,9,22,23,28,6,0,0,0,0,6,8376.6,49,1000,413,111.35,2424,49.25,5513,20.95,33803,7.3
04/05/2019,11,12,18,30,34,36,4,0,0,0,0,13,6632.45,22,1000,343,155.6,1824,75.95,5309,25.25,25877,11.05
01/05/2019,3,9,14,18,28,42,5,0,0,0,0,12,3150.95,72,950.7,496,95.95,2473,49.95,7160,16.7,32914,7.75
27/04/2019,2,4,5,14,16,27,3,1,35166399.25,1,1000000,28,4295.6,109,1000,1166,91.5,4673,59.25,16083,16.65,64092,8.9
24/04/2019,7,11,13,17,19,38,6,0,0,0,0,6,12031.45,92,1000,565,132.65,3256,59.75,8206,22.95,47254,8.5
20/04/2019,18,23,25,35,37,39,5,0,0,0,0,10,13208.1,37,1000,533,155.95,2410,89.55,8664,24.1,38337,11.6
17/04/2019,9,10,17,21,31,40,5,0,0,0,0,22,2942.95,119,984.95,841,96.9,3637,58.15,12119,16.9,50717,8.6
13/04/2019,5,6,27,28,29,42,2,0,0,2,500000,10,11833.75,79,1000,572,163.15,3213,75.4,9743,24.1,53781,9.3
10/04/2019,13,14,25,31,37,39,1,0,0,0,0,9,11986.45,49,1000,381,198.45,2086,94.1,5655,33.6,33155,12.2
06/04/2019,1,3,21,31,35,40,2,0,0,0,0,16,6917.95,70,1000,577,148.5,3127,71.15,8939,24.1,46560,9.85
03/04/2019,3,4,20,24,30,41,2,0,0,0,0,12,8359,54,1000,422,174.8,2305,83.1,7477,24.8,37285,10.6
30/03/2019,9,19,23,25,32,35,4,0,0,0,0,15,6898.35,76,1000,650,129.95,3446,63.6,9238,23,48498,9.35
27/03/2019,4,10,32,37,38,40,1,0,0,1,1000000,6,19001.1,30,1000,306,231.85,1817,101.35,5195,34.35,32500,11.7
23/03/2019,3,16,25,28,37,38,1,0,0,1,1000000,11,10059.3,52,1000,435,179.95,2609,77.9,6258,31.45,40536,10.35
20/03/2019,1,5,7,24,32,42,1,0,0,0,0,10,10456,38,1000,441,157.35,2627,68.55,6788,25.7,38971,9.55
16/03/2019,3,4,9,15,16,18,1,0,0,0,0,14,6014.3,86,1000,489,160.85,3136,65.1,7792,25.35,51242,8.2
13/03/2019,14,17,24,32,33,35,2,0,0,0,0,12,7238.45,57,1000,503,135.4,2472,71.5,7743,22.1,37806,9.65
09/03/2019,1,13,24,34,41,42,1,0,0,0,0,8,14343.95,49,1000,470,168.4,2579,79.65,7289,27.3,40975,10.35
06/03/2019,5,7,8,21,28,41,4,0,0,1,1000000,8,8836.25,70,1000,590,110.4,3234,52.3,8528,19.2,45226,7.7
02/03/2019,3,11,14,17,19,40,1,0,0,0,0,7,14346.4,56,1000,521,143.3,3143,61.65,7372,25.45,46483,8.6
27/02/2019,1,3,22,33,39,40,6,0,0,0,0,10,8048.6,52,1000,463,135.55,2344,69.5,6770,23.3,35564,9.45
23/02/2019,3,16,20,26,28,41,4,0,0,0,0,15,4555.3,87,1000,636,111.5,3271,56.25,7985,22.3,42682,8.9
20/02/2019,11,16,23,34,38,42,2,0,0,0,0,13,6308.55,54,1000,579,111.15,2563,65.2,7876,20.55,36051,9.55
16/02/2019,8,10,11,14,26,32,1,0,0,0,0,10,9629.35,51,1000,451,156.25,2922,62.6,6862,25.8,44787,8.45
13/02/2019,11,20,27,28,40,41,4,0,0,0,0,8,9334.25,54,1000,433,139.95,2301,68.35,6757,22.55,35842,9.05
09/02/2019,2,8,16,19,28,36,3,0,0,0,0,27,2184.35,93,1000,751,91.3,3022,58.9,9417,18.3,40196,9.15
06/02/2019,4,12,17,25,28,35,3,0,0,2,500000,8,8149,59,1000,521,110.9,2187,68.6,8005,18.15,32352,9.55
02/02/2019,1,3,9,18,33,40,1,0,0,0,0,20,3485.8,75,1000,530,125.8,3028,57.15,7926,21.15,43372,8.25
30/01/2019,1,3,4,5,21,31,4,0,0,0,0,3,22277.6,46,1000,405,131.55,2688,51.45,5915,22.65,31610,9.05
26/01/2019,11,12,29,33,38,41,5,0,0,1,1000000,9,9227,44,1000,535,113.6,2190,72.05,7779,19.65,32689,9.95
23/01/2019,6,14,27,30,36,42,2,0,0,1,1000000,6,10302.8,44,1000,359,138.95,1831,70.7,5454,23,26831,9.95
19/01/2019,2,7,8,11,14,32,3,0,0,0,0,10,8118.65,37,1000,527,108.05,2123,69.65,7813,18.3,32572,9.35
16/01/2019,4,15,16,22,36,42,6,0,0,0,0,3,21134.05,38,1000,363,132.85,1773,70.6,4854,24.95,26665,9.7
12/01/2019,2,22,33,35,37,39,6,0,0,0,0,4,21817.6,27,1000,323,173.3,1908,76.15,5014,28.05,28786,10.4
09/01/2019,5,27,28,30,35,39,6,0,0,0,0,5,14052.25,26,1000,241,194.25,1425,85.3,4514,26.05,26053,9.6
05/01/2019,2,3,16,29,32,38,4,0,0,0,0,6,10288.3,51,1000,395,133.45,1825,74.95,5160,25.7,27723,10.2
02/01/2019,1,21,24,34,39,42,3,0,0,0,0,6,9440.4,36,1000,359,122.35,1576,72.35,5551,19.9,22612,10.4
29/12/2018,1,6,7,16,30,37,4,0,0,0,0,4,18624.6,36,1000,328,161.9,1897,72.65,5123,26.05,28100,10.1
26/12/2018,4,6,7,10,36,40,1,0,0,0,0,6,8885.35,30,1000,239,166.3,1449,71.2,3853,25.95,23586,9.05
22/12/2018,2,7,13,19,27,34,3,0,0,0,0,25,1996.75,71,1000,583,94.1,2321,61.35,8793,15.7,32811,8.95
19/12/2018,7,14,22,26,33,37,5,1,29228346.55,1,1000000,24,3398.1,90,1000,847,93.2,3265,62.75,11315,17.55,44545,9.5
15/12/2018,3,15,29,31,32,38,4,0,0,0,0,15,8329.1,55,1000,521,166.7,2750,82,8535,25.6,44438,10.45
12/12/2018,3,4,6,8,36,42,6,0,0,0,0,9,12042.45,48,1000,551,136.95,2482,78.9,8384,22.6,42163,9.6
08/12/2018,1,4,13,21,31,36,1,0,0,0,0,10,10539.3,77,1000,582,147.5,3053,73,8037,26.85,47299,9.7
05/12/2018,4,5,8,23,28,37,2,0,0,0,0,7,14972.45,46,1000,580,125.5,2507,75.4,8613,21.25,42606,9.15
01/12/2018,2,11,36,39,41,42,6,0,0,1,1000000,8,16032.3,40,1000,426,193.4,2366,90.4,7488,27.65,40526,10.9
28/11/2018,4,12,19,28,30,34,1,0,0,0,0,9,8584.05,77,1000,386,184.95,2767,66.95,6278,28.6,41745,9.15
24/11/2018,2,9,11,24,36,40,1,0,0,0,0,14,6910.7,78,1000,530,154.35,3234,65.65,7640,26.9,48222,9.1
21/11/2018,8,15,20,22,28,37,4,0,0,0,0,9,9944.35,52,1000,511,131.9,2514,69.6,7624,22.2,39010,9.25
17/11/2018,1,3,28,29,40,41,3,0,0,0,0,15,7320.05,42,1000,558,132.1,2142,89.35,9592,19.3,35235,11.2
14/11/2018,2,15,19,26,34,35,6,0,0,1,1000000,8,11114.1,41,1000,343,182.4,2310,70.3,5861,26.85,34402,9.75
10/11/2018,1,22,26,30,35,40,2,0,0,0,0,6,17065.6,48,1000,561,129,2692,69.8,8021,22.7,39502,9.8
07/11/2018,7,12,17,19,32,38,6,0,0,0,0,6,12563.7,57,1000,356,174.7,2147,75.2,5949,26.3,34451,9.65
03/11/2018,24,25,33,37,40,42,4,0,0,0,0,8,12508.5,49,1000,444,161.25,2301,80.75,6677,26.95,34665,11.05
31/10/2018,10,13,14,37,38,42,1,0,0,0,0,6,13956,42,1000,288,209.45,1989,78.75,4736,32,29679,10.9
27/10/2018,2,10,12,19,32,36,1,0,0,0,0,11,8094.45,50,1000,411,161.4,2471,69.7,5641,29.55,36574,9.7
24/10/2018,6,8,17,29,30,36,2,0,0,0,0,11,7009.65,38,1000,421,131.3,1951,73.55,6370,21.8,31561,9.4
20/10/2018,3,7,17,20,22,41,2,0,0,0,0,7,12911.35,38,1000,503,123.45,2651,60.8,7522,20.75,37657,8.85
17/10/2018,3,8,20,23,31,36,5,0,0,0,0,15,4771.8,40,1000,408,130.5,1928,71.7,6209,21.55,28130,10.15
13/10/2018,4,16,19,24,29,31,4,0,0,0,0,28,2674.95,58,1000,484,128.85,2371,68.25,7188,21.8,34142,9.8
10/10/2018,8,9,10,23,33,41,1,0,0,1,1000000,11,3910.15,80,973.35,427,126.8,2756,51,5503,24.75,37373,7.75
06/10/2018,11,33,34,35,39,41,1,0,0,0,0,7,10739.25,51,1000,301,198.1,1794,86.25,4988,30.05,31802,10.05
03/10/2018,6,17,26,27,35,40,5,0,0,1,1000000,11,6194.35,42,1000,543,96.3,2205,61.55,7297,18,31493,8.9
29/09/2018,23,25,26,27,34,40,4,0,0,0,0,8,11526.6,25,1000,308,187.3,1692,88.5,5876,24.7,30182,10.25
26/09/2018,2,3,8,18,22,38,2,0,0,0,0,7,8973.9,37,1000,383,124.05,1665,74.05,6189,19.3,26757,9.5
22/09/2018,15,16,20,21,23,28,6,0,0,0,0,9,8110.15,39,1000,313,171.15,2050,67.85,5314,23.35,30745,9.35
19/09/2018,4,9,11,18,37,40,1,0,0,0,0,5,10165.4,41,1000,246,174.75,1521,73.35,3845,28.1,24433,9.4
15/09/2018,5,13,18,20,39,42,6,0,0,0,0,5,14574.7,32,1000,296,171.05,1616,81.3,4862,26.15,26891,10.1
12/09/2018,11,12,19,22,23,42,2,0,0,0,0,6,9888.1,29,1000,293,144.8,1472,74.8,5094,20.95,24450,9.3
08/09/2018,9,16,18,30,31,35,1,0,0,0,0,5,15137.25,25,1000,252,195.2,1727,73.95,4114,30.05,26670,9.9
05/09/2018,7,18,28,32,33,39,1,0,0,0,0,6,9411.35,33,1000,214,199.05,1475,74.95,3639,29.45,24456,9.35
01/09/2018,1,7,10,21,26,41,1,0,0,0,0,7,9902.9,33,1000,377,130.55,1847,69.15,5159,24,29555,8.9
29/08/2018,3,9,16,22,34,42,3,0,0,0,0,17,1900.8,65,899.95,553,73.55,1852,57,7340,13.95,25287,8.6
25/08/2018,4,16,18,28,35,41,1,0,0,0,0,8,7645.4,39,1000,264,179.85,1858,66.35,4147,28.8,27760,9.15
22/08/2018,2,9,17,31,32,40,4,2,4275360.05,0,0,8,7878.95,39,1000,327,148.15,1744,72.1,5261,23.15,27397,9.45
18/08/2018,5,9,16,18,21,41,6,0,0,0,0,5,12079.85,60,1000,442,126.1,2363,61.2,6597,21.25,36186,8.25
15/08/2018,12,15,17,23,26,30,2,0,0,1,1000000,5,14994.65,20,1000,341,137.15,1725,70.4,5465,21.5,25954,9.65
11/08/2018,5,17,20,22,23,28,5,0,0,0,0,14,5491.95,31,1000,438,119.35,1915,70.85,7019,18.7,29492,9.5
08/08/2018,8,15,17,21,29,31,3,0,0,0,0,24,1471.6,82,779.75,618,71.95,2043,56.5,7711,14.5,28010,8.5
04/08/2018,3,5,6,21,23,32,4,0,0,0,0,6,9135.25,54,1000,381,132.25,2164,60.45,5534,22.9,32893,8.2
01/08/2018,2,10,19,23,24,26,2,0,0,0,0,8,6082.3,38,1000,309,131.55,1455,72.5,5108,20,22287,9.75
28/07/2018,9,10,11,27,28,33,5,0,0,1,1000000,13,3033.95,73,978.1,496,100.1,2114,60.95,7507,16.6,33007,8.05
25/07/2018,7,12,25,32,36,42,2,0,0,0,0,8,6418.15,38,1000,275,152.8,1394,78.25,4459,23.7,21267,10.6
21/07/2018,14,15,30,32,35,42,1,0,0,0,0,5,13263.55,35,1000,258,187.95,1576,79.85,4192,29.05,25583,10.15
18/07/2018,6,27,28,30,35,37,5,0,0,0,0,3,23028,14,1000,264,156.35,1189,90.1,4793,21.65,20238,10.9
14/07/2018,3,5,26,32,34,38,6,0,0,1,1000000,5,16472.1,20,1000,253,199.85,1526,86,4696,27.05,26186,10.35
11/07/2018,4,12,17,23,25,42,2,1,19477813.25,0,0,5,17581.35,42,1000,413,151.25,2169,74.75,6556,23.95,34432,9.7
07/07/2018,2,3,21,22,26,28,4,0,0,0,0,8,12949.35,40,1000,432,161.35,2219,81.55,7240,24.2,40424,9.25
04/07/2018,5,6,13,24,25,29,3,0,0,0,0,13,6014.9,47,1000,521,114.25,2018,76.55,7778,19.25,31221,10.2
30/06/2018,4,5,8,11,25,34,2,0,0,0,0,13,6899.3,51,1000,575,116.65,2706,64.35,8243,20.45,40076,8.95
27/06/2018,1,10,11,18,39,41,4,0,0,2,500000,7,10962.8,46,1000,302,193.25,1755,86.35,5483,26.75,29301,10.65
23/06/2018,3,5,15,16,33,40,1,0,0,0,0,16,4964.55,59,1000,442,147.3,2753,61.4,6412,25.5,41657,8.35
20/06/2018,13,23,28,31,33,35,3,0,0,0,0,11,5405.1,56,1000,512,104.7,2060,67.55,7606,17.7,29497,9.75
16/06/2018,4,7,25,26,36,39,4,0,0,0,0,10,9145.25,36,1000,477,129.6,1961,81.85,6495,23.95,30612,10.8
13/06/2018,1,8,25,28,33,38,4,0,0,0,0,12,6060.7,44,1000,366,151.6,1872,76.95,5542,25.15,29315,10.15
09/06/2018,11,29,34,38,39,41,2,0,0,0,0,6,14033.45,47,1000,446,140.4,2277,71.4,6771,23.25,33689,9.95
06/06/2018,3,10,16,17,28,35,3,0,0,1,1000000,26,2216.15,56,1000,708,74.35,2347,58.25,8980,14.75,31393,9
02/06/2018,5,12,19,23,31,33,5,0,0,0,0,17,4829,44,1000,559,107.85,2291,68.3,7884,19.25,33644,9.6
30/05/2018,6,10,12,14,23,30,5,0,0,1,1000000,14,3577.5,65,1000,477,110,2147,63.45,6596,20,31084,9.05
26/05/2018,20,21,32,33,35,37,5,0,0,0,0,15,5946.45,27,1000,344,165.6,1693,87.35,6508,22,28384,10.75
23/05/2018,3,6,16,17,28,37,2,0,0,0,0,9,5563.5,48,1000,342,133,1714,68.9,5132,22.3,26378,9.25
19/05/2018,1,3,4,9,13,28,6,0,0,0,0,8,5498.35,82,971.1,473,117.05,3030,47.45,6704,20.75,39471,7.5
16/05/2018,10,16,17,32,33,35,1,0,0,0,0,4,17540.2,25,1000,250,185.4,1539,78.2,3891,29.95,26436,9.4
12/05/2018,8,17,27,30,35,39,2,0,0,0,0,23,1779.2,80,926.05,599,86,2728,49,6898,18.75,32202,8.55
09/05/2018,1,2,3,4,12,14,4,0,0,0,0,9,4391.65,64,1000,379,123.05,2275,53.2,4940,23.75,25423,9.85
05/05/2018,3,7,17,23,31,40,6,0,0,0,0,13,5091.65,47,1000,381,140.05,2589,53.5,5280,25.4,33013,8.65
02/05/2018,2,4,18,26,28,29,6,0,0,0,0,4,14857.15,34,1000,302,147.45,1800,64.25,4694,23.85,26745,8.9
28/04/2018,9,12,22,31,33,38,1,0,0,0,0,8,6721.95,60,1000,332,157.6,2103,64.6,4598,28.6,30719,9.1
25/04/2018,13,16,25,28,34,37,1,0,0,2,500000,9,7110.65,26,1000,226,192.9,1486,76.15,3664,29.9,22366,10.45
21/04/2018,4,8,10,12,23,29,3,0,0,0,0,11,5174.45,51,1000,567,88.6,2195,59.4,7928,15.95,31099,8.65
18/04/2018,8,11,24,27,34,36,1,0,0,0,0,11,3731.8,54,1000,300,144.35,2021,55.65,4005,27.2,28076,8.25
14/04/2018,9,12,14,27,31,32,4,1,18025713.35,0,0,14,8685.95,37,1000,565,137.6,2751,73.35,8855,22.05,44657,9.3
11/04/2018,4,12,17,27,33,37,3,0,0,1,1000000,15,5692.3,45,1000,630,99.05,2571,63,8778,17.85,34814,9.6
07/04/2018,14,22,23,29,35,36,1,0,0,0,0,5,19525.2,51,1000,339,209.9,2149,85.95,5851,30.55,38168,10
04/04/2018,5,17,28,33,34,35,6,0,0,0,0,11,7389.3,37,1000,343,166.2,1962,75.4,5616,25.5,32651,9.35
31/03/2018,5,12,21,29,32,35,4,0,0,2,500000,16,3586.55,93,1000,588,115.2,3268,53.8,7901,21.55,42012,8.65
28/03/2018,6,7,13,19,23,30,3,0,0,0,0,18,4554.4,43,1000,621,96.35,2162,71.85,9182,16.4,33905,9.45
24/03/2018,10,13,15,29,37,38,5,0,0,0,0,5,21597.85,29,1000,402,167.75,1799,97.3,6765,25.05,30869,11.7
21/03/2018,13,14,17,26,29,36,5,0,0,0,0,10,6672.35,54,1000,536,105.45,2291,64.05,6936,20.5,32003,9.45
17/03/2018,11,12,25,38,41,42,2,0,0,0,0,8,11140.35,47,1000,329,198,1735,97.45,5998,27.3,29120,12
14/03/2018,1,8,19,28,32,41,1,0,0,1,1000000,11,5101.7,64,1000,361,152.85,2398,59.7,5235,26.5,32696,9.05
10/03/2018,1,6,21,31,34,37,5,0,0,0,0,6,12628.8,57,1000,447,139.6,2232,72.55,6565,23.9,31060,10.75
07/03/2018,1,5,8,10,26,30,4,0,0,0,0,11,4844.7,60,1000,452,115.2,2487,54.35,6017,21.75,33274,8.4
03/03/2018,3,12,17,32,38,42,6,0,0,0,0,12,7016.85,42,1000,347,174.55,2026,77.6,5976,25.45,32231,10.05
28/02/2018,8,10,20,23,30,33,5,0,0,0,0,25,1624.7,90,817,651,78.55,2730,48.6,7377,17.4,32822,8.35
24/02/2018,2,6,24,29,41,42,1,0,0,0,0,3,31779.4,31,1000,327,188.85,2010,79.75,5082,30.55,32112,10.3
21/02/2018,2,16,17,20,26,42,1,0,0,0,0,4,15498.45,42,1000,264,186.15,1798,70.95,4561,27.1,29074,9.05
17/02/2018,21,23,29,33,35,36,3,0,0,1,1000000,12,6208.95,45,1000,557,102,1967,74.95,8112,17.6,30005,10.15
14/02/2018,3,5,7,9,26,35,2,0,0,0,0,19,2198.1,63,1000,445,106.45,2599,47.3,6213,19.15,32694,7.75
10/02/2018,6,7,13,28,33,38,2,0,0,0,0,13,4987.85,55,1000,405,138.15,2377,61.1,6265,22.45,33000,9.1
07/02/2018,2,3,21,23,29,37,2,0,0,0,0,7,9499.75,31,1000,284,165.25,1379,88.35,5092,23.15,23659,10.65
03/02/2018,2,10,11,26,35,38,1,0,0,1,1000000,10,4601.25,80,1000,377,150,2460,59.7,4817,29.5,33382,9.05
31/01/2018,2,4,10,19,30,36,5,1,29303784,0,0,15,7656.35,60,1000,539,155.3,2787,78,8884,23.7,42804,10.5
27/01/2018,3,6,18,19,20,34,2,0,0,1,1000000,15,7573.3,83,1000,689,134.3,3446,69.7,10566,22,50852,9.75
